bus_id,route_id,timestamp,hour_of_day,day_of_week,minute_of_day,is_morning_rush,is_evening_rush,is_rush_hour,is_weekend,distance_to_next_stop_km,current_speed_kmh,speed_ratio,stop_sequence,scheduled_travel_time_min,bearing,route_id_encoded,delay_next_stop_minutes
BUS-014,CAMPUS-EXPRESS,2026-08-12T14:01:23Z,8.0,2.0,481.0,1.0,0.0,1.0,0.0,1.46,16.2,0.648,9.0,5.5,122.7,5.0,9
BUS-005,ROUTE-2,2026-08-10T16:54:50Z,10.0,0.0,654.0,1.0,0.0,1.0,0.0,0.55,13.3,0.532,2.0,2.7,299.8,2.0,5
BUS-020,ROUTE-3,2026-08-20T19:24:09Z,13.0,3.0,804.0,0.0,0.0,0.0,0.0,0.81,24.7,0.988,3.0,3.5,276.8,3.0,2
BUS-015,ROUTE-2,2026-08-14T23:23:43Z,17.0,4.0,1043.0,0.0,1.0,1.0,0.0,3.27,20.2,0.808,1.0,10.1,219.2,2.0,7
BUS-018,ROUTE-2,2026-08-10T23:51:50Z,17.0,0.0,1071.0,0.0,1.0,1.0,0.0,2.16,7.9,0.316,4.0,6.9,132.1,2.0,17
BUS-010,ROUTE-NORTH,2026-08-17T12:33:26Z,6.0,0.0,393.0,0.0,0.0,0.0,0.0,4.35,27.9,1.116,7.0,12.3,287.7,1.0,0
BUS-002,ROUTE-3,2026-08-28T21:23:35Z,15.0,4.0,923.0,0.0,0.0,0.0,0.0,4.21,21.4,0.856,8.0,11.7,185.2,3.0,2
BUS-006,ROUTE-1,2026-08-15T12:57:32Z,6.0,5.0,417.0,0.0,0.0,0.0,1.0,0.75,37.3,1.492,5.0,2.2,339.8,1.0,-2
BUS-001,ROUTE-3,2026-08-02T17:25:32Z,11.0,6.0,685.0,0.0,0.0,0.0,1.0,1.75,36.4,1.456,7.0,4.5,29.3,3.0,-1
BUS-011,ROUTE-1,2026-08-05T16:02:18Z,10.0,2.0,602.0,1.0,0.0,1.0,0.0,4.14,18.0,0.72,3.0,10.8,298.4,1.0,9
BUS-001,ROUTE-SOUTH,2026-08-01T17:16:13Z,11.0,5.0,676.0,0.0,0.0,0.0,1.0,3.77,36.9,1.476,2.0,10.1,261.1,2.0,-4
BUS-008,ROUTE-3,2026-08-05T00:03:15Z,18.0,2.0,1083.0,0.0,1.0,1.0,0.0,1.95,5.2,0.208,5.0,6.3,164.1,3.0,21
BUS-018,ROUTE-SOUTH,2026-08-21T18:32:36Z,12.0,4.0,752.0,0.0,0.0,0.0,0.0,1.16,24.0,0.96,1.0,2.3,154.1,2.0,2
BUS-019,ROUTE-2,2026-08-06T15:42:42Z,9.0,3.0,582.0,1.0,0.0,1.0,0.0,0.48,6.8,0.272,7.0,3.1,24.3,2.0,9
BUS-018,ROUTE-SOUTH,2026-08-13T13:55:30Z,7.0,3.0,475.0,1.0,0.0,1.0,0.0,0.29,7.6,0.304,1.0,2.0,134.0,2.0,6
BUS-012,ROUTE-1,2026-08-24T16:42:40Z,10.0,0.0,642.0,1.0,0.0,1.0,0.0,0.56,11.7,0.468,4.0,2.1,271.6,1.0,6
BUS-006,ROUTE-3,2026-08-23T21:30:40Z,15.0,6.0,930.0,0.0,0.0,0.0,1.0,0.9,29.8,1.192,8.0,2.0,257.1,3.0,1
BUS-002,ROUTE-2,2026-08-29T13:02:20Z,7.0,5.0,422.0,1.0,0.0,1.0,1.0,4.21,29.3,1.172,4.0,11.1,355.1,2.0,-3
BUS-007,CAMPUS-EXPRESS,2026-08-12T14:55:49Z,8.0,2.0,535.0,1.0,0.0,1.0,0.0,0.31,6.3,0.252,5.0,2.0,98.1,5.0,8
BUS-015,ROUTE-NORTH,2026-08-11T16:11:31Z,10.0,1.0,611.0,1.0,0.0,1.0,0.0,3.15,19.9,0.796,7.0,8.0,286.2,1.0,6
BUS-003,ROUTE-NORTH,2026-08-20T13:52:11Z,7.0,3.0,472.0,1.0,0.0,1.0,0.0,2.5,14.1,0.564,7.0,6.2,28.7,1.0,13
BUS-014,ROUTE-SOUTH,2026-08-23T13:28:22Z,7.0,6.0,448.0,1.0,0.0,1.0,1.0,2.07,31.4,1.256,3.0,6.4,327.3,2.0,-2
BUS-002,CAMPUS-EXPRESS,2026-08-22T22:40:25Z,16.0,5.0,1000.0,0.0,0.0,0.0,1.0,1.7,28.3,1.132,2.0,5.7,243.9,5.0,0
BUS-015,ROUTE-SOUTH,2026-08-05T14:04:15Z,8.0,2.0,484.0,1.0,0.0,1.0,0.0,3.53,10.9,0.436,1.0,8.9,137.4,2.0,12
BUS-015,CAMPUS-EXPRESS,2026-08-12T20:28:48Z,14.0,2.0,868.0,0.0,0.0,0.0,0.0,0.44,20.2,0.808,6.0,2.0,131.7,5.0,-1
BUS-008,ROUTE-3,2026-08-01T22:47:11Z,16.0,5.0,1007.0,0.0,0.0,0.0,1.0,2.3,34.9,1.396,2.0,5.9,201.6,3.0,-2
BUS-007,ROUTE-NORTH,2026-08-10T19:44:58Z,13.0,0.0,824.0,0.0,0.0,0.0,0.0,4.49,18.2,0.728,10.0,10.8,48.7,1.0,6
BUS-015,ROUTE-2,2026-08-26T18:43:54Z,12.0,2.0,763.0,0.0,0.0,0.0,0.0,4.44,14.4,0.576,2.0,12.1,254.7,2.0,7
BUS-010,ROUTE-3,2026-08-23T15:45:59Z,9.0,6.0,585.0,1.0,0.0,1.0,1.0,3.18,31.1,1.244,3.0,7.5,129.8,3.0,-1
BUS-008,ROUTE-2,2026-08-01T15:23:35Z,9.0,5.0,563.0,1.0,0.0,1.0,1.0,2.62,28.8,1.152,8.0,7.0,352.9,2.0,0
BUS-010,ROUTE-1,2026-08-23T14:46:30Z,8.0,6.0,526.0,1.0,0.0,1.0,1.0,2.41,33.1,1.324,7.0,7.3,295.6,1.0,1
BUS-003,CAMPUS-EXPRESS,2026-08-15T21:43:33Z,15.0,5.0,943.0,0.0,0.0,0.0,1.0,1.62,32.0,1.28,8.0,5.7,280.1,5.0,1
BUS-014,ROUTE-2,2026-08-30T13:55:03Z,7.0,6.0,475.0,1.0,0.0,1.0,1.0,3.76,43.9,1.756,9.0,10.0,109.2,2.0,0
BUS-012,ROUTE-2,2026-08-29T22:18:54Z,16.0,5.0,978.0,0.0,0.0,0.0,1.0,0.45,26.8,1.072,9.0,2.0,343.3,2.0,2
BUS-018,ROUTE-SOUTH,2026-08-17T15:41:10Z,9.0,0.0,581.0,1.0,0.0,1.0,0.0,2.7,17.6,0.704,2.0,7.5,61.5,2.0,6
BUS-019,ROUTE-3,2026-08-27T20:55:01Z,14.0,3.0,895.0,0.0,0.0,0.0,0.0,0.46,15.6,0.624,1.0,3.0,276.8,3.0,0
BUS-019,ROUTE-2,2026-08-20T13:40:01Z,7.0,3.0,460.0,1.0,0.0,1.0,0.0,2.29,10.2,0.408,7.0,6.6,104.0,2.0,15
BUS-013,CAMPUS-EXPRESS,2026-08-15T14:04:44Z,8.0,5.0,484.0,1.0,0.0,1.0,1.0,0.36,29.0,1.16,5.0,2.0,173.8,5.0,-1
BUS-011,ROUTE-3,2026-08-13T14:08:48Z,8.0,3.0,488.0,1.0,0.0,1.0,0.0,1.73,2.0,0.08,6.0,5.0,114.6,3.0,36
BUS-005,ROUTE-2,2026-08-03T02:18:24Z,20.0,0.0,1218.0,0.0,1.0,1.0,0.0,3.9,11.0,0.44,2.0,10.0,345.6,2.0,17
BUS-011,ROUTE-SOUTH,2026-08-26T01:10:31Z,19.0,2.0,1150.0,0.0,1.0,1.0,0.0,4.48,12.9,0.516,4.0,11.6,315.6,2.0,14
BUS-017,ROUTE-NORTH,2026-08-31T15:15:13Z,9.0,0.0,555.0,1.0,0.0,1.0,0.0,2.67,14.0,0.56,8.0,5.8,101.0,1.0,13
BUS-016,CAMPUS-EXPRESS,2026-08-19T00:00:54Z,18.0,2.0,1080.0,0.0,1.0,1.0,0.0,0.57,20.2,0.808,5.0,2.0,94.9,5.0,7
BUS-013,ROUTE-1,2026-08-19T15:35:12Z,9.0,2.0,575.0,1.0,0.0,1.0,0.0,1.7,9.3,0.372,1.0,4.1,138.7,1.0,12
BUS-020,ROUTE-SOUTH,2026-08-05T15:06:25Z,9.0,2.0,546.0,1.0,0.0,1.0,0.0,1.74,13.1,0.524,2.0,6.3,200.3,2.0,2
BUS-017,ROUTE-SOUTH,2026-08-17T15:02:02Z,9.0,0.0,542.0,1.0,0.0,1.0,0.0,0.27,13.0,0.52,7.0,2.0,288.6,2.0,4
BUS-005,ROUTE-SOUTH,2026-08-30T15:39:20Z,9.0,6.0,579.0,1.0,0.0,1.0,1.0,0.82,26.3,1.052,6.0,4.0,265.4,2.0,-1
BUS-018,ROUTE-SOUTH,2026-08-23T18:36:19Z,12.0,6.0,756.0,0.0,0.0,0.0,1.0,2.19,28.7,1.148,8.0,4.5,118.9,2.0,2
BUS-001,ROUTE-3,2026-08-16T16:16:41Z,10.0,6.0,616.0,1.0,0.0,1.0,1.0,3.54,29.0,1.16,10.0,10.2,207.4,3.0,2
BUS-017,ROUTE-2,2026-08-25T21:53:24Z,15.0,1.0,953.0,0.0,0.0,0.0,0.0,0.75,27.2,1.088,10.0,2.9,11.3,2.0,6
BUS-007,ROUTE-1,2026-08-15T18:20:26Z,12.0,5.0,740.0,0.0,0.0,0.0,1.0,0.77,23.1,0.924,1.0,3.0,147.3,1.0,-2
BUS-002,CAMPUS-EXPRESS,2026-08-18T00:13:35Z,18.0,1.0,1093.0,0.0,1.0,1.0,0.0,1.53,13.5,0.54,3.0,4.8,188.6,5.0,5
BUS-011,ROUTE-SOUTH,2026-08-13T00:43:49Z,18.0,3.0,1123.0,0.0,1.0,1.0,0.0,3.92,14.0,0.56,9.0,10.8,288.5,2.0,14
BUS-009,ROUTE-2,2026-08-10T23:14:19Z,17.0,0.0,1034.0,0.0,1.0,1.0,0.0,3.49,13.4,0.536,9.0,9.8,247.8,2.0,13
BUS-009,ROUTE-SOUTH,2026-08-04T14:36:43Z,8.0,1.0,516.0,1.0,0.0,1.0,0.0,2.49,10.7,0.428,5.0,7.9,141.6,2.0,12
BUS-010,ROUTE-2,2026-08-10T22:45:05Z,16.0,0.0,1005.0,0.0,0.0,0.0,0.0,1.62,25.7,1.028,1.0,4.4,92.1,2.0,2
BUS-018,ROUTE-2,2026-08-30T16:35:44Z,10.0,6.0,635.0,1.0,0.0,1.0,1.0,1.3,30.6,1.224,5.0,2.6,266.0,2.0,1
BUS-008,ROUTE-SOUTH,2026-08-02T22:06:26Z,16.0,6.0,966.0,0.0,0.0,0.0,1.0,1.55,21.8,0.872,4.0,4.3,244.5,2.0,0
BUS-014,ROUTE-2,2026-08-16T18:41:12Z,12.0,6.0,761.0,0.0,0.0,0.0,1.0,3.43,37.3,1.492,8.0,8.4,102.5,2.0,-1
BUS-019,CAMPUS-EXPRESS,2026-08-18T19:47:46Z,13.0,1.0,827.0,0.0,0.0,0.0,0.0,3.84,26.0,1.04,4.0,8.7,330.8,5.0,1
BUS-002,ROUTE-2,2026-08-26T16:31:11Z,10.0,2.0,631.0,1.0,0.0,1.0,0.0,4.22,15.6,0.624,7.0,12.4,332.4,2.0,11
BUS-020,ROUTE-SOUTH,2026-08-30T21:21:18Z,15.0,6.0,921.0,0.0,0.0,0.0,1.0,2.1,24.6,0.984,2.0,6.2,188.2,2.0,1
BUS-015,ROUTE-SOUTH,2026-08-07T14:51:07Z,8.0,4.0,531.0,1.0,0.0,1.0,0.0,1.56,14.0,0.56,5.0,5.1,232.7,2.0,9
BUS-010,ROUTE-3,2026-08-22T19:48:12Z,13.0,5.0,828.0,0.0,0.0,0.0,1.0,0.87,32.9,1.316,10.0,3.7,322.0,3.0,2
BUS-013,ROUTE-1,2026-08-06T14:08:30Z,8.0,3.0,488.0,1.0,0.0,1.0,0.0,1.52,7.6,0.304,2.0,3.5,93.6,1.0,11
BUS-010,ROUTE-3,2026-08-24T22:36:00Z,16.0,0.0,996.0,0.0,0.0,0.0,0.0,1.25,24.4,0.976,10.0,3.2,84.8,3.0,4
BUS-010,ROUTE-NORTH,2026-08-13T22:43:32Z,16.0,3.0,1003.0,0.0,0.0,0.0,0.0,4.16,21.9,0.876,3.0,12.1,276.4,1.0,2
BUS-010,CAMPUS-EXPRESS,2026-08-20T22:14:14Z,16.0,3.0,974.0,0.0,0.0,0.0,0.0,4.31,22.4,0.896,6.0,11.2,163.3,5.0,3
BUS-014,ROUTE-3,2026-08-30T22:30:48Z,16.0,6.0,990.0,0.0,0.0,0.0,1.0,2.47,29.9,1.196,9.0,7.2,78.4,3.0,1
BUS-017,ROUTE-1,2026-08-17T22:45:23Z,16.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.44,29.2,1.168,8.0,2.0,22.2,1.0,4
BUS-007,ROUTE-SOUTH,2026-08-18T21:09:10Z,15.0,1.0,909.0,0.0,0.0,0.0,0.0,1.54,14.2,0.568,10.0,4.4,41.7,2.0,5
BUS-016,ROUTE-SOUTH,2026-08-29T16:32:28Z,10.0,5.0,632.0,1.0,0.0,1.0,1.0,3.66,23.1,0.924,2.0,9.5,184.3,2.0,2
BUS-010,ROUTE-NORTH,2026-08-13T18:16:52Z,12.0,3.0,736.0,0.0,0.0,0.0,0.0,0.11,25.1,1.004,1.0,2.0,26.2,1.0,2
BUS-003,CAMPUS-EXPRESS,2026-08-02T20:59:57Z,14.0,6.0,899.0,0.0,0.0,0.0,1.0,0.4,32.5,1.3,9.0,2.8,11.4,5.0,3
BUS-014,CAMPUS-EXPRESS,2026-08-29T21:24:28Z,15.0,5.0,924.0,0.0,0.0,0.0,1.0,3.93,33.1,1.324,6.0,11.5,134.9,5.0,-1
BUS-005,ROUTE-SOUTH,2026-08-04T14:11:34Z,8.0,1.0,491.0,1.0,0.0,1.0,0.0,1.83,19.5,0.78,6.0,4.0,351.4,2.0,12
BUS-015,ROUTE-3,2026-08-14T17:34:24Z,11.0,4.0,694.0,0.0,0.0,0.0,0.0,3.72,25.1,1.004,9.0,9.0,124.3,3.0,3
BUS-004,CAMPUS-EXPRESS,2026-08-27T00:42:26Z,18.0,3.0,1122.0,0.0,1.0,1.0,0.0,2.81,8.0,0.32,1.0,8.8,319.2,5.0,15
BUS-002,ROUTE-SOUTH,2026-08-21T02:43:45Z,20.0,4.0,1243.0,0.0,1.0,1.0,0.0,3.94,22.2,0.888,8.0,9.6,15.9,2.0,9
BUS-005,ROUTE-1,2026-08-10T17:14:52Z,11.0,0.0,674.0,0.0,0.0,0.0,0.0,4.13,23.1,0.924,9.0,11.1,207.3,1.0,4
BUS-008,ROUTE-3,2026-08-29T22:09:42Z,16.0,5.0,969.0,0.0,0.0,0.0,1.0,2.39,36.3,1.452,5.0,6.2,98.8,3.0,-3
BUS-006,CAMPUS-EXPRESS,2026-08-18T23:31:03Z,17.0,1.0,1051.0,0.0,1.0,1.0,0.0,4.38,6.8,0.272,7.0,12.8,241.0,5.0,32
BUS-014,ROUTE-NORTH,2026-08-10T22:24:11Z,16.0,0.0,984.0,0.0,0.0,0.0,0.0,3.42,15.0,0.6,3.0,9.0,304.9,1.0,5
BUS-005,CAMPUS-EXPRESS,2026-08-30T18:03:35Z,12.0,6.0,723.0,0.0,0.0,0.0,1.0,1.92,30.8,1.232,8.0,5.0,190.3,5.0,0
BUS-003,ROUTE-3,2026-08-28T19:23:05Z,13.0,4.0,803.0,0.0,0.0,0.0,0.0,2.46,28.8,1.152,8.0,7.6,18.5,3.0,0
BUS-020,ROUTE-SOUTH,2026-08-28T16:04:12Z,10.0,4.0,604.0,1.0,0.0,1.0,0.0,3.64,19.4,0.776,1.0,9.9,241.1,2.0,6
BUS-010,ROUTE-3,2026-08-07T12:59:12Z,6.0,4.0,419.0,0.0,0.0,0.0,0.0,4.33,17.9,0.716,1.0,10.2,358.8,3.0,5
BUS-020,ROUTE-2,2026-08-14T01:58:15Z,19.0,4.0,1198.0,0.0,1.0,1.0,0.0,2.53,10.9,0.436,4.0,7.7,136.7,2.0,10
BUS-012,ROUTE-3,2026-08-29T13:31:29Z,7.0,5.0,451.0,1.0,0.0,1.0,1.0,0.53,32.0,1.28,9.0,3.3,168.5,3.0,3
BUS-011,ROUTE-3,2026-08-02T20:36:55Z,14.0,6.0,876.0,0.0,0.0,0.0,1.0,1.07,32.1,1.284,7.0,2.1,93.6,3.0,3
BUS-010,ROUTE-NORTH,2026-08-07T14:21:14Z,8.0,4.0,501.0,1.0,0.0,1.0,0.0,1.77,11.5,0.46,3.0,5.9,179.2,1.0,10
BUS-016,ROUTE-3,2026-08-15T14:10:46Z,8.0,5.0,490.0,1.0,0.0,1.0,1.0,3.6,31.8,1.272,8.0,8.5,258.6,3.0,2
BUS-002,ROUTE-SOUTH,2026-08-02T20:53:54Z,14.0,6.0,893.0,0.0,0.0,0.0,1.0,0.43,38.9,1.556,9.0,2.5,17.4,2.0,-4
BUS-008,CAMPUS-EXPRESS,2026-08-23T18:09:00Z,12.0,6.0,729.0,0.0,0.0,0.0,1.0,1.06,38.2,1.528,2.0,3.0,21.7,5.0,-3
BUS-016,ROUTE-NORTH,2026-08-01T14:34:35Z,8.0,5.0,514.0,1.0,0.0,1.0,1.0,1.91,33.4,1.336,1.0,3.8,259.3,1.0,-1
BUS-014,ROUTE-SOUTH,2026-08-05T00:58:06Z,18.0,2.0,1138.0,0.0,1.0,1.0,0.0,2.41,6.4,0.256,3.0,5.7,222.5,2.0,20
BUS-003,ROUTE-NORTH,2026-08-31T21:25:29Z,15.0,0.0,925.0,0.0,0.0,0.0,0.0,2.59,21.8,0.872,6.0,8.4,81.1,1.0,1
BUS-002,ROUTE-1,2026-08-13T14:24:24Z,8.0,3.0,504.0,1.0,0.0,1.0,0.0,2.53,15.7,0.628,2.0,5.5,3.4,1.0,9
BUS-011,ROUTE-NORTH,2026-08-28T12:06:57Z,6.0,4.0,366.0,0.0,0.0,0.0,0.0,2.42,19.8,0.792,10.0,5.2,75.9,1.0,7
BUS-016,ROUTE-SOUTH,2026-08-02T21:59:04Z,15.0,6.0,959.0,0.0,0.0,0.0,1.0,3.11,29.4,1.176,5.0,7.6,194.9,2.0,1
BUS-001,ROUTE-3,2026-08-19T21:09:48Z,15.0,2.0,909.0,0.0,0.0,0.0,0.0,3.71,21.9,0.876,4.0,10.7,333.5,3.0,0
BUS-008,ROUTE-SOUTH,2026-08-27T15:54:24Z,9.0,3.0,594.0,1.0,0.0,1.0,0.0,3.08,14.8,0.592,10.0,8.3,137.8,2.0,15
BUS-003,CAMPUS-EXPRESS,2026-08-24T22:22:03Z,16.0,0.0,982.0,0.0,0.0,0.0,0.0,0.53,33.9,1.356,9.0,2.0,27.3,5.0,2
BUS-020,ROUTE-SOUTH,2026-08-25T14:20:01Z,8.0,1.0,500.0,1.0,0.0,1.0,0.0,2.89,14.4,0.576,7.0,8.6,161.7,2.0,9
BUS-014,ROUTE-NORTH,2026-08-22T12:37:42Z,6.0,5.0,397.0,0.0,0.0,0.0,1.0,1.77,23.7,0.948,3.0,5.7,106.0,1.0,1
BUS-005,ROUTE-3,2026-08-23T23:50:40Z,17.0,6.0,1070.0,0.0,1.0,1.0,1.0,0.78,29.4,1.176,7.0,2.1,129.5,3.0,3
BUS-012,ROUTE-NORTH,2026-08-04T15:08:05Z,9.0,1.0,548.0,1.0,0.0,1.0,0.0,0.92,17.3,0.692,5.0,2.6,199.2,1.0,3
BUS-018,ROUTE-3,2026-08-20T15:38:50Z,9.0,3.0,578.0,1.0,0.0,1.0,0.0,1.53,6.9,0.276,2.0,4.0,104.8,3.0,15
BUS-008,ROUTE-SOUTH,2026-08-17T20:10:43Z,14.0,0.0,850.0,0.0,0.0,0.0,0.0,1.78,13.5,0.54,10.0,3.9,108.1,2.0,7
BUS-006,ROUTE-1,2026-08-10T00:26:19Z,18.0,0.0,1106.0,0.0,1.0,1.0,0.0,2.23,9.8,0.392,7.0,4.8,90.4,1.0,15
BUS-020,ROUTE-SOUTH,2026-08-15T23:06:08Z,17.0,5.0,1026.0,0.0,1.0,1.0,1.0,1.44,36.9,1.476,4.0,5.4,119.3,2.0,-1
BUS-015,ROUTE-3,2026-08-14T22:52:52Z,16.0,4.0,1012.0,0.0,0.0,0.0,0.0,3.88,21.8,0.872,6.0,11.6,48.9,3.0,1
BUS-007,CAMPUS-EXPRESS,2026-08-11T15:11:25Z,9.0,1.0,551.0,1.0,0.0,1.0,0.0,4.36,20.6,0.824,8.0,10.8,249.5,5.0,10
BUS-011,ROUTE-2,2026-08-09T15:52:50Z,9.0,6.0,592.0,1.0,0.0,1.0,1.0,1.83,32.9,1.316,7.0,3.9,202.4,2.0,2
BUS-018,CAMPUS-EXPRESS,2026-09-01T02:46:29Z,20.0,1.0,1246.0,0.0,1.0,1.0,0.0,4.25,6.8,0.272,1.0,10.3,286.4,5.0,33
BUS-016,ROUTE-NORTH,2026-08-21T15:19:15Z,9.0,4.0,559.0,1.0,0.0,1.0,0.0,1.21,12.8,0.512,3.0,2.5,151.9,1.0,7
BUS-016,ROUTE-SOUTH,2026-08-13T15:34:32Z,9.0,3.0,574.0,1.0,0.0,1.0,0.0,4.16,20.0,0.8,10.0,12.0,150.2,2.0,9
BUS-018,CAMPUS-EXPRESS,2026-08-21T22:58:05Z,16.0,4.0,1018.0,0.0,0.0,0.0,0.0,0.58,25.5,1.02,10.0,2.0,238.6,5.0,3
BUS-002,ROUTE-SOUTH,2026-08-21T20:43:41Z,14.0,4.0,883.0,0.0,0.0,0.0,0.0,1.86,18.0,0.72,10.0,5.9,346.7,2.0,5
BUS-004,ROUTE-1,2026-08-08T23:32:47Z,17.0,5.0,1052.0,0.0,1.0,1.0,1.0,2.38,22.8,0.912,5.0,6.7,206.5,1.0,-1
BUS-019,CAMPUS-EXPRESS,2026-08-05T19:22:01Z,13.0,2.0,802.0,0.0,0.0,0.0,0.0,2.22,21.9,0.876,9.0,5.4,330.5,5.0,3
BUS-005,CAMPUS-EXPRESS,2026-08-10T20:21:29Z,14.0,0.0,861.0,0.0,0.0,0.0,0.0,3.55,20.3,0.812,6.0,9.4,125.0,5.0,1
BUS-015,CAMPUS-EXPRESS,2026-08-03T15:19:02Z,9.0,0.0,559.0,1.0,0.0,1.0,0.0,3.66,17.4,0.696,6.0,8.5,304.9,5.0,10
BUS-008,ROUTE-2,2026-08-06T15:35:10Z,9.0,3.0,575.0,1.0,0.0,1.0,0.0,1.56,8.2,0.328,9.0,4.2,165.9,2.0,20
BUS-014,ROUTE-2,2026-08-01T21:47:39Z,15.0,5.0,947.0,0.0,0.0,0.0,1.0,3.99,32.5,1.3,7.0,10.3,154.2,2.0,-2
BUS-003,ROUTE-3,2026-08-04T14:51:55Z,8.0,1.0,531.0,1.0,0.0,1.0,0.0,2.46,9.7,0.388,10.0,6.2,70.7,3.0,16
BUS-017,ROUTE-NORTH,2026-08-20T19:24:39Z,13.0,3.0,804.0,0.0,0.0,0.0,0.0,1.83,13.9,0.556,6.0,3.9,126.4,1.0,7
BUS-010,ROUTE-2,2026-08-19T22:05:43Z,16.0,2.0,965.0,0.0,0.0,0.0,0.0,0.69,23.8,0.952,10.0,2.0,109.6,2.0,5
BUS-005,CAMPUS-EXPRESS,2026-08-13T21:26:38Z,15.0,3.0,926.0,0.0,0.0,0.0,0.0,0.71,14.7,0.588,9.0,2.0,66.7,5.0,5
BUS-006,CAMPUS-EXPRESS,2026-08-06T22:31:18Z,16.0,3.0,991.0,0.0,0.0,0.0,0.0,0.72,27.8,1.112,9.0,2.0,161.9,5.0,3
BUS-001,ROUTE-3,2026-08-05T15:12:52Z,9.0,2.0,552.0,1.0,0.0,1.0,0.0,1.79,4.9,0.196,8.0,5.2,234.5,3.0,25
BUS-015,CAMPUS-EXPRESS,2026-08-06T13:05:36Z,7.0,3.0,425.0,1.0,0.0,1.0,0.0,0.24,11.7,0.468,8.0,2.0,104.9,5.0,6
BUS-015,ROUTE-2,2026-08-24T14:49:49Z,8.0,0.0,529.0,1.0,0.0,1.0,0.0,2.28,16.3,0.652,10.0,6.2,205.6,2.0,10
BUS-018,ROUTE-3,2026-08-25T22:46:28Z,16.0,1.0,1006.0,0.0,0.0,0.0,0.0,2.5,27.4,1.096,1.0,8.2,36.8,3.0,-1
BUS-010,ROUTE-2,2026-08-15T21:16:22Z,15.0,5.0,916.0,0.0,0.0,0.0,1.0,3.89,29.7,1.188,1.0,9.0,310.6,2.0,-1
BUS-019,ROUTE-2,2026-08-28T18:45:39Z,12.0,4.0,765.0,0.0,0.0,0.0,0.0,2.88,26.6,1.064,6.0,6.7,50.0,2.0,2
BUS-002,ROUTE-2,2026-08-12T14:34:17Z,8.0,2.0,514.0,1.0,0.0,1.0,0.0,2.73,15.3,0.612,10.0,6.3,351.5,2.0,12
BUS-004,ROUTE-SOUTH,2026-08-31T13:48:50Z,7.0,0.0,468.0,1.0,0.0,1.0,0.0,1.91,7.7,0.308,3.0,4.0,99.6,2.0,18
BUS-008,ROUTE-2,2026-08-24T00:20:53Z,18.0,0.0,1100.0,0.0,1.0,1.0,0.0,1.19,16.5,0.66,3.0,4.5,141.0,2.0,4
BUS-014,CAMPUS-EXPRESS,2026-08-15T23:04:40Z,17.0,5.0,1024.0,0.0,1.0,1.0,1.0,3.6,36.7,1.468,7.0,10.3,144.6,5.0,-2
BUS-015,ROUTE-3,2026-08-11T13:37:00Z,7.0,1.0,457.0,1.0,0.0,1.0,0.0,3.92,6.4,0.256,8.0,11.3,33.4,3.0,36
BUS-012,CAMPUS-EXPRESS,2026-08-26T14:34:25Z,8.0,2.0,514.0,1.0,0.0,1.0,0.0,1.06,12.9,0.516,2.0,2.9,76.1,5.0,6
BUS-018,ROUTE-3,2026-08-05T16:36:54Z,10.0,2.0,636.0,1.0,0.0,1.0,0.0,2.24,11.0,0.44,10.0,5.6,245.0,3.0,11
BUS-001,ROUTE-NORTH,2026-08-30T15:54:10Z,9.0,6.0,594.0,1.0,0.0,1.0,1.0,2.04,39.2,1.568,2.0,4.1,343.9,1.0,-1
BUS-010,ROUTE-2,2026-08-28T15:59:56Z,9.0,4.0,599.0,1.0,0.0,1.0,0.0,1.31,15.5,0.62,3.0,4.2,89.9,2.0,6
BUS-002,ROUTE-2,2026-08-21T20:19:46Z,14.0,4.0,859.0,0.0,0.0,0.0,0.0,3.18,24.5,0.98,7.0,7.7,235.3,2.0,5
BUS-007,ROUTE-1,2026-08-04T00:08:37Z,18.0,1.0,1088.0,0.0,1.0,1.0,0.0,1.1,16.9,0.676,8.0,3.8,3.3,1.0,8
BUS-005,ROUTE-NORTH,2026-08-03T17:14:24Z,11.0,0.0,674.0,0.0,0.0,0.0,0.0,0.49,37.8,1.512,8.0,2.6,37.0,1.0,1
BUS-005,ROUTE-3,2026-08-25T23:52:48Z,17.0,1.0,1072.0,0.0,1.0,1.0,0.0,3.95,5.3,0.212,7.0,10.8,243.1,3.0,37
BUS-006,ROUTE-SOUTH,2026-08-12T22:46:13Z,16.0,2.0,1006.0,0.0,0.0,0.0,0.0,2.86,21.5,0.86,8.0,6.6,147.8,2.0,5
BUS-003,ROUTE-2,2026-08-05T16:48:07Z,10.0,2.0,648.0,1.0,0.0,1.0,0.0,2.69,8.0,0.32,2.0,6.9,345.8,2.0,16
BUS-003,ROUTE-3,2026-08-18T15:38:38Z,9.0,1.0,578.0,1.0,0.0,1.0,0.0,3.27,11.9,0.476,4.0,8.0,337.9,3.0,13
BUS-007,ROUTE-3,2026-08-20T16:32:12Z,10.0,3.0,632.0,1.0,0.0,1.0,0.0,3.39,7.7,0.308,9.0,8.4,19.6,3.0,30
BUS-013,ROUTE-NORTH,2026-08-09T00:31:40Z,18.0,6.0,1111.0,0.0,1.0,1.0,1.0,2.71,36.9,1.476,2.0,7.4,351.0,1.0,-2
